text	label
전라도 놈 ㅋㅋㅋ	1
ㅂㅆ	1
남적남 가라	1
짭새 특징	1
꺼져 새끼야	1
남㉭국 특징	1
ㅊㅗㅇ우로 쏴 같은	1
호㈌ ㅊㅜㅇ 수준	1
죽여버려 같은	1
㈇	1
진짜 경상도	1
전라도 ㉢럼들은 ㅇㅝㄴ㈈ 저ㄹㅐ	1
아 ㅅㅂ	1
불태㉬ 스럽다	1
니애미 ㅋㅋㅋ	1
경상도 놈 냄새	1
혁시 여적여	1
히읗ㅏㄴ남 디귿ㅏㅂ네	1
이게 김치녀이지	1
전라도 놈 ㅋㅋㅌ	1
영남 충 스럽다	1
잔2ㅑ디언 꺼져	1
진ㅉㅏ 남시국	1
맘㈀ 같은	1
전라도 아0ㅗㅅ	1
전라디언이라㈑ 그런가	1
㈃ㅁ1ㄴ 형님들 한국에 꼭 들어와 주세효	1
딱 백린탄	1
총으로 쏴이라서 그런가	1
충청도 ㅋㅋㅋ	1
이 니애미	1
◎개새끼◎	1
한대 쳐♧ㅁㅏㅈ아야 정ㅅ1ㄴㅊㅏ리지	1
갈아㉧려 아웃	1
㈒ㄲㅐ 특징	1
땅크 부릉부ㄹㅡㅇ 같은	1
젊은것들 ㅋㅋㅋ	1
【쓰레기】	1
야 븅신 뭐하냐	1
개새끼	1
역씨 전라디언	1
흑형 아웃	1
패버려 수준	1
머저리 답네	1
불태워 꺼져	1
ㅋㅋ 개ㄳㅔ끼	1
쪽여버려 수준	1
홍어 아웃	1
남시국 처럼	1
ㄴㅣ애ㅁㅣ	1
바보 스럽다	1
진짜 여□판사	1
자살해 꺼져	1
여시국 ㅋㅋㅋ	1
급식충 특징	1
불법체류자 가라	1
인두로 지져이라서 그런가	1
또라이 처럼	1
이게 전라ㄷ1언이지	1
정신병자 답네	1
경상디언 스럽다	1
역시 한녀	1
경상디언 꺼져	1
이게 때려죽여이지	1
㈈딱충 특징	1
자살해 스럽다	1
쪽바리 꺼져	1
ㅋ一ㅂ식츙 ㅋㅋㅋ	1
이게 전라도 놈이지	1
미친놈 가라	1
엿먹어 진짜	1
아 시발	1
짱깨 아웃	1
앞차 최소 전라도 냄새	1
딱 죽여버려	1
백㈐탄이 필요하ㅎㅅㅎㄷㅏ	1
쪽바리 스럽다	1
정신나ㄱㄱㄴ 아웃	1
진짜 정신병자	1
게㈐	1
이 씨발	1
역시 MZ충	1
무슬림들 테러나 하고	1
조선족 답네	1
자살해이라서 그런가	1
진짜 불태워	1
개새끼 진짜	1
여ㄳ이국 스럽다	1
땅크 부릉부릉 특징	1
인두로 지져 꺼져	1
진짜 지체장애	1
딱 불법체류자	1
여적여 수준	1
공무원 세금도ㄷㅜㄱ	1
여㉧匸ㅜㄱ ㅋㅋㅋ	1
ㅁㅣㅊㅣㄴ㉧ 새끼야	1
젊은것들 같은	1
땅크 부릉부릉 가라	1
백린탄 키읔ㅋㅋ	1
쪽바리 답네	1
급식이 같은	1
MZㅊㅜㅇ 냄새	1
인두로 지져이라서 그런㉠	1
틀ㄸㅏㄱ충 아웃	1
앞차 최소 전라도 꺼져	1
머저리 같은	1
불법체류자 꺼져	1
이 닥쳐	1
경상도 놈 수준	1
장애인 새끼 가라	1
개년 진짜	1
딱 쪽바리	1
경상도 ㅌㅡㄱ징	1
외노㉫ㄷㅡㄹㅇ이 문제	1
호남 ㈄ 답네	1
ㅇㅏ ㅂㅠㅇ신	1
짭새 같은	1
양㉱ 스ㄹㅓㅂ다	1
난민 형님들 한국에이라서 그런가	1
ㅈㅣ체장애 처럼	1
병신 새끼야	1
딱 전라ㄷㅗ	1
경상도 같은	1
젊은것㈂ ㄱㅏㅌ은	1
이게 병신이T^T지	1
여시국 스럽다	1
ㄳㅛㄴ봐줘야ㄱㅔㅆ네	1
장애인 새끼 특징	1
이게 여판사이지	1
ㅋㅋ ㅅㅂ	1
이게 남시국이지	1
역시 짭새	1
역시 전라도 놈	1
딱 치읓ㅗㅇ으20 쏴	1
경상디언 처럼	1
아 개년	1
븅」신	1
장애인 새끼 같은	1
진짜 틀딱	1
진쩌 또라이	1
야 꺼져 뭐하냐	1
MZ충 같은	1
좆같은 새끼야	1
조선족 ㄷㅏㅂ네	1
경상도 스럽다	1
이게 급시옷ㅣㄱ이이지	1
멍청이 아웃	1
급식이 아웃	1
진짜 난민 형님들 한국에	1
조선족 수준	1
백린탄 ㈏㉦	1
ㅋㅋ 죽어	1
젊은것들 특징	1
조션족 ㅋㅋㅋ	1
이 미친놈	1
븅신 새끼야	1
충청도 ㅊㅓ럼	1
역시 갈아버려	1
전라디언 냄새	1
